"","logFC","logCPM","PValue","FDR","regulation"
"OGT",-1.63709243144959,7.09109928232733,0.0148285851007657,0.156457838933993,"Down"
"COLGALT2",1.63702971832482,4.6933555843638,0.0161705071876884,0.167754105631276,"Up"
"GNE",-1.63444881214685,4.05822827047209,0.0175170675308904,0.177845460861294,"Down"
"THNSL2",1.63374999747073,5.05918501948914,0.0162825361210914,0.168512419532407,"Up"
"FUT6",1.62118011227311,-1.32092077255098,0.372946859903382,1,"Up"
"ALDOA",1.60454175716439,10.0468063862756,0.0165458574032297,0.170641284864797,"Up"
"POFUT1",-1.59130707210405,7.07149099413491,0.0177216333401116,0.179445489727324,"Down"
"STBD1",1.57477167120031,4.26088155645691,0.0214573542884116,0.205829323706463,"Up"
"SPACA3",1.5643569629345,-1.90868267625573,0.658385093167702,1,"Up"
"COL19A1",1.5604840501929,3.41401253587894,0.0246781731832217,0.22440467466818,"Up"
"ST6GALNAC6",1.53455135871319,6.69542200210636,0.0221096524940051,0.207382569792494,"Up"
"GUSB",1.53014362367387,5.14854859870953,0.0234657881026754,0.216387484554153,"Up"
"SLC2A13",-1.52977455682125,3.12132181467035,0.029297353375251,0.253882243551976,"Down"
"GALNT13",-1.52878348507136,1.49567541101491,0.0514086221098557,0.377047935023393,"Down"
"GPC2",1.52198050386448,1.75062371608597,0.0446654136233828,0.338846185651722,"Up"
"RENBP",1.51877657061879,5.6521018820552,0.0240139397471198,0.219276770848018,"Up"
"H6PD",-1.51745450027736,4.49754248116881,0.0259065426859449,0.233002354192085,"Down"
"GLB1",-1.5093155480871,6.9298041388897,0.024223838573635,0.220987544212041,"Down"
"SLC2A1",-1.49413013281085,6.46451994615014,0.0258051571732327,0.232399229990498,"Down"
"ELOVL3",1.49294483785475,-0.200554173862304,0.148529576267713,0.741678626399806,"Up"
"SLC2A8",-1.48689201656764,5.78259945780503,0.027209717220514,0.241912399791611,"Down"
"B3GAT3",1.48680758905951,7.03673347997619,0.0262828618068489,0.235645371416441,"Up"
"CEMIP",1.48313784801081,3.56476050753934,0.0322867952330579,0.273389124454096,"Up"
"STS",-1.48269388890688,6.85759619326243,0.0267603016458034,0.239201813075094,"Down"
"FUT2",1.47291136194734,2.12951631534877,0.0464621018139701,0.349095474291666,"Up"
"GPC1",1.43953426614939,10.2208613417877,0.0307750968933818,0.263013962195276,"Up"
"PKD2",-1.43660174678763,5.67199944563836,0.0325602407557328,0.275053623642746,"Down"
"THBD",1.43262061232275,3.26836305102548,0.0390139927941757,0.306891817779714,"Up"
"SLC2A10",1.43193050644448,2.88278499211795,0.0432191774718458,0.330062418181771,"Up"
"SLC17A5",-1.43068329036773,5.70681144952873,0.033080630362872,0.278676422977679,"Down"
"PFKFB2",-1.42296259008745,5.39339515535133,0.0343485661056216,0.281515537977935,"Down"
"EDEM3",-1.41942082735474,5.17578475874112,0.0353023250868197,0.284384614217646,"Down"
"SLC2A11",-1.41682659432668,6.28732135578173,0.0342953636626275,0.281515537977935,"Down"
"MANEA",-1.41235853613277,2.40834354557531,0.0485818454306077,0.362025143760411,"Down"
"GBGT1",1.41007346876925,0.625516630895251,0.114552197612795,0.622121223522513,"Up"
"IGF2R",-1.39298007083167,8.7019280765605,0.0365076177759152,0.291708746872427,"Down"
"B3GAT2",-1.38687328043091,-0.168169668787444,0.180371559600513,0.815279749249631,"Down"
"SFTPA2",-1.38352321211883,-1.91566875952022,0.658385093167702,1,"Down"
"CHST5",-1.38352321211883,-1.91566875952022,0.658385093167702,1,"Down"
"RFNG",1.38251403016215,5.46449857937215,0.0394553896519067,0.309769125202056,"Up"
"CES3",1.38200451643531,2.02474568683459,0.0619201157124971,0.416369860304314,"Up"
"TPI1",1.38136663605191,9.46442993239154,0.0379599352844703,0.30088288470515,"Up"
"GPCPD1",-1.37638324416462,5.00173789797746,0.0413806356461426,0.318855204510573,"Down"
"ARSB",-1.37334687871765,6.05360934415141,0.0404901234268233,0.313236105261626,"Down"
"SLC5A2",1.36382746839153,-1.44787328271627,0.521739130434783,1,"Up"
"LBP",1.36382746839153,-1.44787328271627,0.521739130434783,1,"Up"
"B4GALT7",1.3533613678091,6.23818922693944,0.0430273969428828,0.328820942357608,"Up"
"CHST15",-1.34836633077904,5.22673933417079,0.0453697299619711,0.343056882322606,"Down"
"DPY19L4",-1.34425690405023,3.33949766226409,0.0527340904990098,0.383966684561178,"Down"
"CYB5R3",-1.34191097583149,8.57286634592321,0.0437028006285981,0.333077731080941,"Down"
"RPN2",1.33941581640891,9.05233309066663,0.044012809514555,0.335034608042268,"Up"
"GAA",1.33183181804723,7.68853476995646,0.0454471130623067,0.343441257709231,"Up"
"SLC2A9",-1.3282795061319,1.54704761820472,0.0858500137603868,0.523425552528248,"Down"
"GNPNAT1",-1.32715181654474,3.29229911237586,0.0566072017080486,0.390634122260264,"Down"
"GPAA1",1.31972626435216,7.44813561519593,0.0474603245574537,0.355172895667424,"Up"
"LUM",1.31855600811944,6.00471937379541,0.0486632925771417,0.362536053226955,"Up"
"COG6",-1.30226676200177,3.94458600549531,0.055598849144359,0.390435262874008,"Down"
"COL15A1",1.30184287468117,-0.317807964513944,0.266750176205126,1,"Up"
"SLC2A5",1.29392774258206,1.23217355739504,0.0929929690585964,0.538306377429747,"Up"
"SULF2",-1.28960387416371,7.75948319323205,0.0524869316376294,0.382711825361898,"Down"
"MAN1B1",1.28686420181707,7.43677657205849,0.0530786983088034,0.385130274034566,"Up"
"ARSG",-1.28152509264874,4.11807973430739,0.0599319521017601,0.404855495388189,"Down"
"CES2",-1.27556987460476,6.73867048244874,0.055519002780916,0.390435262874008,"Down"
"SDCBP",-1.26798398248496,6.28629326320489,0.0573793229564145,0.392884075245432,"Down"
"SCD5",-1.26354626990855,4.13454853153426,0.0631494836462584,0.422314986366926,"Down"
"ARSD",-1.26151438829594,5.87120908040844,0.059019372807819,0.399772771137647,"Down"
"DSE",-1.25404558055649,4.52781681205093,0.0640326500393071,0.425993519160767,"Down"
"SLC26A6",1.24805332546904,5.55336016733971,0.062554123847481,0.419430113606217,"Up"
"SDCBP2",1.24136731529485,2.38099862755756,0.0801011435085326,0.50119423699299,"Up"
"MMP1",1.2410837907011,-0.817758388680404,0.390133159226838,1,"Up"
"FGF17",-1.24101067012323,0.501656993582907,0.146868120462719,0.738923665085543,"Down"
"GNB1",-1.22786540834502,7.77011385612542,0.0644666357417079,0.42812145952439,"Down"
"APOOL",-1.21897924840211,4.81021367528424,0.0695099827383681,0.452744208670591,"Down"
"KDSR",-1.21819094994001,5.85230238244845,0.0679234638323802,0.44489979906955,"Down"
"B3GALT6",1.21768595845847,5.13606172253491,0.069326754779444,0.452126467858662,"Up"
"CHIT1",1.21739593806074,1.64228510186671,0.10830398217668,0.595772487349651,"Up"
"HYAL1",-1.21587966683442,0.598839640643244,0.146338567327805,0.738769499817715,"Down"
"KLB",1.21424397954482,-0.582486580508703,0.352672051071238,1,"Up"
"DEGS2",1.2135693570556,0.959227579550516,0.130701155509216,0.683052226186315,"Up"
"ARSJ",-1.21309572370106,3.71686018156296,0.076257443777186,0.482995284094831,"Down"
"SMPD1",1.20559913963943,7.49199884422437,0.0694246397760877,0.452293047998226,"Up"
"ADAMTS2",1.19381108608879,2.62033479353424,0.092908773974486,0.538306377429747,"Up"
"EXTL2",-1.19207267437558,4.92082694345766,0.0759555274633848,0.481570881671797,"Down"
"ELOVL6",-1.18383921378093,5.78493835988203,0.0763463149831136,0.483286173673621,"Down"
"GLT8D1",1.17795928879461,5.54718153709725,0.078016626005182,0.491319492712078,"Up"
"SERPINC1",-1.17635560423795,-1.45733908919781,0.521739130434783,1,"Down"
"SFTPC",-1.17635560423795,-1.45733908919781,0.521739130434783,1,"Down"
"VTN",1.17417136211392,0.933660035833467,0.144316741100934,0.731252472310534,"Up"
"GNPTG",1.16837690392323,7.09008559340465,0.0784598525557436,0.492802718265118,"Up"
"FER",-1.16290105999103,3.39225342147463,0.0903217806890287,0.538306377429747,"Down"
"SDF2",1.16184845946826,5.62080997493118,0.0816929699535266,0.509233412022217,"Up"
"ST6GALNAC5",1.16146548742142,4.52361475714906,0.0856228727425942,0.522380291266728,"Up"
"LMAN2",1.15821380094598,7.68840976376718,0.0807076605431159,0.50442511952689,"Up"
"LMAN2L",1.15340052324581,5.09595113660377,0.0850478675370991,0.519548198723812,"Up"
"MGAT2",-1.15321862404195,1.09672133590921,0.155982679824079,0.751357636403041,"Down"
"DPM2",1.14012282270962,6.34190951573831,0.086604940245282,0.526827341909742,"Up"
"MANEAL",-1.13718756031641,1.53285980922922,0.140597697991222,0.719731792964706,"Down"
"GYG1",1.13283781055686,6.18658652388789,0.0885050471061836,0.535263380870362,"Up"
"CERK",1.13091012680334,5.04067254746065,0.0909125373918517,0.538306377429747,"Up"
"EXTL3",-1.12922116508906,5.93468121901324,0.0897778077076936,0.538306377429747,"Down"
"GNS",-1.12902964409781,8.50494127925388,0.0881751098462176,0.533841753382485,"Down"
"SPHK2",1.12896599729227,5.30889902264697,0.0913592873269422,0.538306377429747,"Up"
"SPHK1",1.1184270054355,3.7842435659059,0.10019769353858,0.561779993794575,"Up"
"FURIN",-1.10967040040681,7.35410343308977,0.0941100326002854,0.538306377429747,"Down"
"CERS2",-1.10415263854765,6.57283014825966,0.0963519361752451,0.548414636520824,"Down"
"SRGN",1.09749042238315,5.00436986887623,0.10076430609309,0.564074944200616,"Up"
"UTP14C",-1.09116301585085,4.73410832925695,0.105572947008122,0.584520727659156,"Down"
"NEU3",-1.09099783873222,2.96043147054236,0.120928136060143,0.648295092222579,"Down"
"OST4",1.08201111026953,7.11563913755664,0.102552636117037,0.57218981474165,"Up"
"PIGT",1.07533469992412,7.97965334289903,0.104163488660208,0.579339264942299,"Up"
"CANX",-1.07521718532025,9.53655913502866,0.103817562271924,0.577933986487925,"Down"
"FGF9",-1.07022148761197,2.39457994829504,0.141554501630838,0.723116682003237,"Down"
"POMT1",1.0700159378576,4.9903046101232,0.10994980305966,0.601708370780395,"Up"
"SLC3A2",1.06408650091957,7.76442939855477,0.107853216578982,0.59384681191366,"Up"
"IDS",-1.06092088570833,6.86825920635141,0.109507917965233,0.599990363776604,"Down"
"DPP4",-1.05887280326559,9.24997717915547,0.109108907830395,0.599518522979293,"Down"
"ASPN",1.05038027960206,-1.58689313677424,0.726708074534161,1,"Up"
"HS3ST6",1.05038027960206,-1.58689313677424,0.726708074534161,1,"Up"
"KLRD1",-1.04977829848274,-0.830977405387097,0.390133159226838,1,"Down"
"ALG10",1.04251284235957,0.683675445905704,0.202301582863787,0.872685354658267,"Up"
"MAN2B1",-1.0333154970603,6.65504201568048,0.119077585030659,0.640693883351517,"Down"
"LARGE1",-1.03163318323618,6.31781834534699,0.119826622178405,0.643370630091285,"Down"
"B3GNT9",1.03039229464053,3.1419571115707,0.136876213723681,0.70769894973976,"Up"
"ADAMTS5",-1.02431663092842,6.86960511369043,0.122038877088712,0.653316104548069,"Down"
"PAPSS2",-1.02228430528845,3.96969938846618,0.132016025395426,0.686967866497076,"Down"
"ALG1L2",1.02211126826713,0.267184187877524,0.283852862581094,1,"Up"
"NANS",1.00991177894701,5.69539821543729,0.128745806473611,0.67554533265951,"Up"
"GALNT18",1.0075872200966,1.77333334548175,0.18283273989831,0.823618240440155,"Up"
"GLA",-1.00730374977027,4.31507636568342,0.137024514693305,0.70820542089442,"Down"
"PRG3",1.00704191835246,-2.10306353247586,1,1,"Up"
"ACER1",1.00704191835246,-2.10306353247586,1,1,"Up"
"LGALS2",1.00704191835246,-2.10306353247586,1,1,"Up"
"THBS2",-1.00212814138886,5.71635026088402,0.132362980198326,0.688539570378072,"Down"
"PGM2",-0.99956602909072,5.77292754648998,0.132757240689307,0.690016365818088,"Down"
"DAD1",0.999005651424079,7.46171183177856,0.130852508296582,0.683652719530209,"Up"
"PIGS",0.998939154182381,7.14962611334629,0.131106363396151,0.684280118907153,"Up"
"DOLK",0.985155471243791,4.88304450982063,0.14123272285257,0.721931693513013,"Up"
"GNPDA2",-0.980124428877071,3.79022491673013,0.150757163036271,0.749963762407072,"Down"
"CLEC2D",-0.975955801576596,2.54940025040945,0.170956902794934,0.784566834953766,"Down"
"ST6GALNAC4",0.9701032793083,7.15089302896141,0.14239301906683,0.72633684879866,"Up"
"SLC35B3",-0.959557837911729,5.01926753677126,0.150973221536104,0.75079336936153,"Down"
"OS9",0.958148816342822,7.45420132773261,0.14705531142436,0.739600940162433,"Up"
"CTNS",-0.950815532864665,5.7649575499137,0.152934654412875,0.751357636403041,"Down"
"NAGK",0.943214012775867,6.50331484213669,0.154314459063486,0.751357636403041,"Up"
"ACTB",-0.941603767902974,10.801938997712,0.153118740265282,0.751357636403041,"Down"
"LGALS9",0.940857000426974,2.98428945109682,0.175795807197435,0.800376589950035,"Up"
"GALE",0.938985244512383,5.43703435299265,0.159325340675758,0.751357636403041,"Up"
"ADD2",0.93692223884025,0.0959983619520645,0.343208477402314,1,"Up"
"PKD1",0.936793036985113,5.47560006019016,0.15919369883513,0.751357636403041,"Up"
"APEH",0.934655091472986,7.02769075596853,0.157415623195935,0.751357636403041,"Up"
"DEGS1",-0.931614279730213,6.94902307262788,0.158852594444299,0.751357636403041,"Down"
"ALG5",0.931391579776746,4.85238136255706,0.164467476292499,0.762182541879644,"Up"
"P3H2",0.929451636131992,7.00554885436973,0.159725120186999,0.751357636403041,"Up"
"CHST13",0.928214673335213,-0.736729690797655,0.542974480501684,1,"Up"
"CTSK",0.922991839576673,0.852832092767095,0.254856682791196,1,"Up"
"GALNT11",-0.918032176568431,4.13935279124492,0.174304467053631,0.795434022876929,"Down"
"ST8SIA5",0.917188087209076,6.40805313637358,0.165473199295228,0.765897133432852,"Up"
"APOO",0.913872087617208,3.85675424848431,0.180345158706927,0.815279749249631,"Up"
"RPN1",0.906445780108565,7.53892186017969,0.169695892995427,0.7801796064188,"Up"
"SDC4",-0.90600651051781,6.5143131869308,0.170984869987751,0.784631189801074,"Down"
"DGCR2",0.899515912122304,6.58259020242749,0.173896356760399,0.794161810748364,"Up"
"MPDU1",0.897326594360228,6.75333617515211,0.174708669140897,0.796458081818774,"Up"
"CHST11",-0.895831920287092,5.52544225463259,0.177767478340815,0.806872488405205,"Down"
"EXT1",-0.890551142660341,6.08582614128208,0.179393705082516,0.812680492012566,"Down"
"NDST4",-0.886290446390823,-0.670119591078297,0.438083377666006,1,"Down"
"CLC",0.883961179616704,-1.00080968501984,0.633150091620857,1,"Up"
"FUT4",-0.880993678474427,1.94606852153368,0.221766956395028,0.936550950869996,"Down"
"B3GALNT1",-0.879881846284998,4.29050573376436,0.191891804754065,0.83916685798605,"Down"
"FBXO6",0.879015308916588,2.01854624281897,0.234472126159503,0.975274398792807,"Up"
"CHPF2",0.874403751514566,7.50445105235884,0.185085008319203,0.828617058369458,"Up"
"CHSY3",-0.874285153241105,2.45882431781725,0.225225313064463,0.948025068490929,"Down"
"CERS6",-0.866615121933726,4.71406241243828,0.194158879708654,0.846449678649282,"Down"
"HK1",0.860856171198601,6.91631244183204,0.192441738099139,0.840657104347524,"Up"
"GANAB",-0.859635751660925,8.7908874619464,0.191871541248875,0.839143459857993,"Down"
"FMOD",0.859161287941097,0.955479158824777,0.287651340752703,1,"Up"
"ITGA3",-0.857662294120367,9.90297460315657,0.192633508081487,0.841364190501994,"Down"
"RNF123",-0.857386177306584,4.84540940451234,0.198995569185182,0.862257945670801,"Down"
"SLC35B4",-0.853051059305762,4.99876016305101,0.200056002411444,0.865386777343906,"Down"
"SLC26A11",0.851217403964767,4.63261732944766,0.204283373847368,0.879151259500727,"Up"
"PGM1",0.849934139123555,7.24080957214273,0.197734451081088,0.858115056908972,"Up"
"ICAM1",-0.849633400823726,6.2917583979485,0.199093938354423,0.862577406217031,"Down"
"PIGC",0.842752067528944,4.64800585906092,0.209284585395412,0.89580361597554,"Up"
"NLGN2",0.83969912549206,4.29077386432346,0.214323671707612,0.912789788322404,"Up"
"SLC35A3",-0.838261521862246,4.74311820721232,0.211832882935098,0.904784005607639,"Down"
"GPI",0.8329026286439,8.39079323700587,0.20600637917935,0.885070852106806,"Up"
"LGALS8",-0.831042433147789,5.99446855881449,0.209556961907108,0.896833030845074,"Down"
"ANXA1",-0.828774680614973,7.10576216447488,0.209136959914898,0.895442114081278,"Down"
"GPLD1",-0.828180893476691,0.249716389850515,0.369464417756135,1,"Down"
"FUCA1",-0.826345665250833,5.87913886542604,0.212244056855545,0.905577861328833,"Down"
"CD34",-0.815560577989419,0.885761261625139,0.342552838712482,1,"Down"
"FKTN",-0.814166418069789,4.33915871708554,0.224363840989438,0.945672581920202,"Down"
"SLC35C2",0.810307673633784,5.98960474689436,0.221370069964192,0.93564729713927,"Up"
"LMAN1",-0.799052952719656,6.48554087079701,0.226568153787856,0.952196061374793,"Down"
"HSD3B7",0.792437203884887,2.66912433821983,0.26619979557234,1,"Up"
"CD302",-0.784875150349139,-0.333369527715383,0.431875402025811,1,"Down"
"ARSA",0.783000237102183,5.10732910667416,0.239766017166691,0.98968559418666,"Up"
"TRAM2",-0.782202816429679,6.02687499164163,0.23753689437436,0.985022765394916,"Down"
"CHST12",0.775358904826944,3.72179159151845,0.25560252254979,1,"Up"
"PLAUR",-0.773675948928607,3.40216767595579,0.261588080367688,1,"Down"
"PLOD2",0.771411812016622,6.92170141652488,0.242201988801088,0.99696150020837,"Up"
"DAG1",0.76875601007801,8.14626134586469,0.242785708799612,0.998981147309182,"Up"
"PLPP3",-0.761056977051343,4.58719268809983,0.257072232081551,1,"Down"
"RPL4",0.758896101145275,9.96583595827929,0.248261646842524,1,"Up"
"DSEL",0.756812173872692,5.25979309583374,0.254640125157392,1,"Up"
"NAGPA",0.755550779048927,5.03796999456402,0.255410203225191,1,"Up"
"TIMP1",0.747960713224318,7.58329560679745,0.255998658192089,1,"Up"
"MAN2C1",0.747543785124665,5.67915515194192,0.259274447502292,1,"Up"
"GYS2",-0.743196109090752,0.0809489705729689,0.454081824666901,1,"Down"
"UGCG",-0.734297562306455,7.76047035131205,0.26457822562433,1,"Down"
"B4GALNT1",-0.733744881517331,0.50632770492585,0.458420066949481,1,"Down"
"B3GNT2",-0.732389514524613,4.02149883739039,0.276929022209669,1,"Down"
"P3H1",0.73191186642154,6.9557371157079,0.266872931963619,1,"Up"
"ASGR1",0.727055953441586,-0.151513771626805,0.573301633927261,1,"Up"
"SLC37A4",-0.718248133051798,2.55288353465731,0.312712703172661,1,"Down"
"ST3GAL5",-0.716518692614881,6.5403848706669,0.277607466263601,1,"Down"
"PIGL",-0.712913355203499,1.94822284784824,0.320610916366493,1,"Down"
"PLPP2",0.711809781638249,3.63401576796362,0.29395947085818,1,"Up"
"UGDH",-0.702803156770641,3.89353261249231,0.30027219755586,1,"Down"
"SLC35B1",0.702513271734171,5.66803224835609,0.289650767125928,1,"Up"
"EPM2A",-0.700628782355936,2.82536703827852,0.318597959048503,1,"Down"
"COG4",0.696716917694869,6.43170265267292,0.291151024631945,1,"Up"
"B4GALT1",-0.69663885132258,5.25370858499953,0.295055879751889,1,"Down"
"GPC6",-0.694955729276132,6.49139468115863,0.292288474684299,1,"Down"
"NGLY1",-0.69481543534477,5.0636137870608,0.29674244288396,1,"Down"
"FBP2",-0.693031621155702,-1.00919419662003,0.633150091620857,1,"Down"
"ST3GAL6",0.691099662402391,2.08595570854346,0.331987678736213,1,"Up"
"COG1",-0.689302842278645,4.8561946528468,0.300511252257019,1,"Down"
"CHST3",-0.685952443437091,5.16658184290179,0.303143996780543,1,"Down"
"B3GLCT",0.685281028264526,3.78490431676701,0.317743155272003,1,"Up"
"GPC4",-0.684258835907123,5.69847291447132,0.301581336017977,1,"Down"
"HS6ST2",0.682642881845947,5.57958979686033,0.303656847125127,1,"Up"
"CTSD",0.675649567400663,8.89367497250598,0.303686195932898,1,"Up"
"PLA2R1",0.674758451122654,4.9534452156558,0.312336548909964,1,"Up"
"ELOVL2",0.674092824548803,-0.322252543301239,0.639220145812011,1,"Up"
"ALDOB",-0.670580858142176,-0.393808123571831,0.514813299540291,1,"Down"
"ELOVL1",0.665303006734226,6.41940326675101,0.313310040149649,1,"Up"
"SELPLG",-0.664145571096672,3.00830871836428,0.339193385255575,1,"Down"
"CERCAM",-0.663399000020355,5.79355733055334,0.316831452782918,1,"Down"
"CLGN",0.661481244534835,3.29748515438926,0.335812091717167,1,"Up"
"CHSY1",-0.660953673185554,4.60639904762369,0.320862692120769,1,"Down"
"PIGN",-0.656146741290967,4.02265160175037,0.329238059635732,1,"Down"
"GALC",-0.654603355788715,4.95504540663394,0.326589911626044,1,"Down"
"GMPPB",0.65319526833115,3.93085756389801,0.336377395521893,1,"Up"
"GALNT15",-0.653124530751361,0.635199668013497,0.494848162391078,1,"Down"
"BTBD17",0.649367766604728,-1.74051682196432,1,1,"Up"
"HK2",-0.646364694809869,4.35802675461942,0.3363482635268,1,"Down"
"CSGALNACT2",-0.643907093587493,4.95674420758441,0.334387433431363,1,"Down"
"ESD",0.640635107281096,5.33051855957755,0.335945989607388,1,"Up"
"GAPDH",0.63969684473546,11.5788079697946,0.329510949832875,1,"Up"
"MAN2A2",-0.636346615190378,5.55798059731493,0.336513600180853,1,"Down"
"PIGV",0.635959869699462,4.37860831695923,0.344222371138862,1,"Up"
"ST3GAL3",0.630479500551557,4.2192414970446,0.34758271084287,1,"Up"
"LFNG",-0.630292903419548,4.56126956900968,0.346096571749909,1,"Down"
"LAMP2",-0.624104054634682,7.38417675626611,0.342696579249292,1,"Down"
"LYG2",-0.623904807620218,1.1024991057546,0.447594595782017,1,"Down"
"IDUA",0.621911381325798,4.79988439251955,0.352248559022301,1,"Up"
"CHST2",-0.612298480548993,3.75744944262526,0.363821972272039,1,"Down"
"SLC35D2",-0.610011024939082,4.51657098310522,0.361684978466845,1,"Down"
"ALG1",0.608818731977802,4.17417213118771,0.367682104464621,1,"Up"
"ALG11",-0.607677301344385,2.75098244865814,0.392995684270985,1,"Down"
"HABP4",0.598463397834181,5.57318633818018,0.365088474068225,1,"Up"
"MADCAM1",0.597948378292157,3.46325528553141,0.376320142730305,1,"Up"
"CLEC4A",-0.59529174196779,-0.273220352617716,0.545915011108221,1,"Down"
"PIGX",-0.588609433095954,4.0207567127634,0.38103879791487,1,"Down"
"FGFR2",-0.578988930147287,1.99843903890699,0.439326097893055,1,"Down"
"FGF18",-0.577397833837367,0.888342877274578,0.51377569375888,1,"Down"
"UGP2",0.576474167999298,7.58254318584884,0.380362670164532,1,"Up"
"MGAT1",0.575941255079557,6.77665897093121,0.381731992511976,1,"Up"
"ATRN",-0.573991026423348,6.40341367323618,0.384012085723425,1,"Down"
"ENGASE",0.572891191046035,5.16038509557082,0.389067565358422,1,"Up"
"GXYLT2",-0.565054396613727,5.49617946054392,0.393624395503846,1,"Down"
"GAL3ST1",0.563158540360881,1.50430190954618,0.465843153025717,1,"Up"
"ANXA9",-0.56275729731202,2.2693789070171,0.442542875137114,1,"Down"
"HYAL2",0.562542097960119,4.73880792492817,0.399825327698536,1,"Up"
"FKRP",-0.562114966617432,4.38005315264401,0.401322801559284,1,"Down"
"SGMS2",-0.557804476882766,4.76329489246531,0.404334776477462,1,"Down"
"RACK1",0.552590002275203,9.54967511983037,0.399376861384096,1,"Up"
"DPAGT1",-0.551695721410073,5.00786099487651,0.407647219183783,1,"Down"
"GLCE",-0.551037757265562,4.2310504290514,0.413441287396548,1,"Down"
"PIGP",0.545578555123838,5.06808173939949,0.412226121689289,1,"Up"
"TGDS",-0.545367123175749,2.7867942979706,0.441132464450046,1,"Down"
"CHODL",0.542608473190797,0.901218381568493,0.51377569375888,1,"Up"
"GYS1",0.541199660935,8.65519966991174,0.40938521417804,1,"Up"
"GFPT1",-0.540657727851875,6.16014252485046,0.412472442716171,1,"Down"
"MGAT4B",-0.536188505995587,8.11345732519053,0.41399327847443,1,"Down"
"FGF1",0.536014354040123,3.27082965998336,0.435525882816125,1,"Up"
"COG2",0.532460318417686,6.16252486076103,0.420569040780018,1,"Up"
"SLC35A1",-0.530590705756625,2.88049680424331,0.446155098692934,1,"Down"
"ST8SIA2",-0.526445349910526,2.34678715778402,0.466269319197214,1,"Down"
"MDK",0.526332098377442,7.10270775717639,0.423454613205,1,"Up"
"MOGS",0.525487777656028,6.85124579763361,0.424527209892093,1,"Up"
"TIMP3",-0.524255082022113,6.05549441133726,0.42706200118655,1,"Down"
"MAN2B2",-0.519315283108881,5.92137005062156,0.432009827121149,1,"Down"
"UGGT1",-0.514436522754627,5.96935894071601,0.436143847338083,1,"Down"
"KL",-0.512114090706365,0.63666257632204,0.609666047722183,1,"Down"
"FGFR4",0.510635014458675,5.33321791742645,0.441470327521645,1,"Up"
"SRD5A3",-0.506929754409653,2.99277632553168,0.467486063841293,1,"Down"
"NEU1",-0.504864920986804,8.58373164070896,0.441424891946836,1,"Down"
"STT3B",-0.501007072641417,7.96244911178532,0.44524618937045,1,"Down"
"LGALS3",0.500126482498327,6.23993327966998,0.448235831490885,1,"Up"
"LGALS3BP",-0.4976898211421,8.64223512700083,0.447889027091396,1,"Down"
"SLC26A8",0.494905546033725,-1.45103055509789,1,1,"Up"
"ANXA5",-0.492241360694419,9.15392097857835,0.45267305209958,1,"Down"
"XXYLT1",-0.491765020665265,5.07531416727856,0.458928625565419,1,"Down"
"B3GALT1",-0.485694790638017,1.55697209184787,0.537095088307508,1,"Down"
"SLC26A7",-0.484400871828727,0.69699135402639,0.623262902564024,1,"Down"
"CHST14",0.480979117151809,4.73750071538263,0.470966466195477,1,"Up"
"PRKCSH",0.479820751678484,8.34357111677132,0.464420528513585,1,"Up"
"PPP1R3C",-0.464671912904868,7.19618762393905,0.47949289949195,1,"Down"
"GALNT4",-0.463422011545653,-1.74388952655316,1,1,"Down"
"NLGN4X",-0.463422011545653,-1.74388952655316,1,1,"Down"
"AMY2B",0.458923024436706,1.48587550370263,0.55621686822542,1,"Up"
"ARSK",0.457738760798383,3.44349851549304,0.504611775016871,1,"Up"
"PGM3",-0.456816507932033,5.20292036004369,0.493055609986596,1,"Down"
"ALG6",0.455787233330402,1.86204113503285,0.535383319605981,1,"Up"
"XYLT2",-0.451439761626046,5.328093369567,0.496393898732214,1,"Down"
"PIGK",-0.443287137503445,5.61360164359305,0.50328454780007,1,"Down"
"ALG3",-0.442645133887117,4.97061161766942,0.506268640887938,1,"Down"
"THBS1",0.442389804336753,8.3419125546368,0.499861229277291,1,"Up"
"ALG12",-0.440950309607417,2.63563056966362,0.549499767048226,1,"Down"
"EDEM2",-0.438068923018698,5.42466850918938,0.508987384739881,1,"Down"
"CADM1",-0.436736775708955,5.99548365623297,0.508063182594709,1,"Down"
"SLC35A2",-0.436390190307237,4.69703344950295,0.512704948650652,1,"Down"
"SMC3",-0.42947624358918,5.10844904487443,0.518346353800134,1,"Down"
"MGAT5",-0.428521719002432,6.63504243911293,0.5150154793268,1,"Down"
"EDEM1",-0.426875845983875,5.2328567351912,0.519697088740911,1,"Down"
"GFPT2",-0.423014154121767,1.71126855146685,0.577675409213904,1,"Down"
"PTPRZ1",-0.422993717463006,0.50943849315026,0.712390201168114,1,"Down"
"CD1D",-0.421112113810967,0.989516877132091,0.634719431438351,1,"Down"
"FPGT",0.419113408409526,2.54500807707073,0.555781105326116,1,"Up"
"SPTLC2",-0.415824463790886,5.7236636710094,0.529868541050994,1,"Down"
"B4GALT3",0.40967859061486,5.64417382294916,0.53565454025994,1,"Up"
"PFKFB1",0.408288259496786,-1.21004033681631,1,1,"Up"
"ARSI",-0.403516334556514,1.59006151620665,0.609730995774752,1,"Down"
"CERS4",0.403296391334123,3.44265342525525,0.557595141360141,1,"Up"
"ST3GAL2",-0.40022751216654,5.58181542771182,0.546034608129638,1,"Down"
